"YEAR","PEO_ENFORCE_HANGYE","PEO_ENFORCE_QUYU","ENFORCEPEO_SEX","SUM(*)"
2019.0,"水务","光明区","女",1.0
2019.0,"水务","龙岗区","女",14.0
2019.0,"水务","龙华区","女",3.0
2019.0,"水务","罗湖区","女",9.0
2019.0,"水务","南山区","女",3.0
2019.0,"水务","坪山区","女",8.0
2019.0,"水务","盐田区","女",3.0
2019.0,"司法","宝安区","女",4.0
2019.0,"司法","福田区","女",6.0
2019.0,"司法","龙岗区","女",2.0
2019.0,"司法","龙华区","女",1.0
2019.0,"司法","罗湖区","女",5.0
2019.0,"司法","南山区","女",1.0
2019.0,"司法","坪山区","女",1.0
2019.0,"司法","盐田区","女",2.0
2019.0,"统计","宝安区","女",13.0
2019.0,"统计","福田区","女",14.0
2019.0,"统计","龙华区","女",2.0
2019.0,"统计","罗湖区","女",13.0
2019.0,"统计","南山区","女",11.0
2019.0,"统计","坪山区","女",11.0
2019.0,"退役","罗湖区","女",1.0
2019.0,"卫生","宝安区","女",84.0
2019.0,"卫生","大鹏新区","女",8.0
2019.0,"卫生","福田区","女",26.0
2019.0,"卫生","光明区","女",8.0
2019.0,"卫生","龙岗区","女",78.0
2019.0,"卫生","龙华区","女",5.0
2019.0,"卫生","罗湖区","女",14.0
2019.0,"卫生","南山区","女",29.0
2019.0,"卫生","坪山区","女",17.0
2019.0,"卫生","盐田区","女",3.0
2019.0,"文体","宝安区","女",1.0
2019.0,"文体","福田区","女",4.0
2019.0,"文体","龙岗区","女",8.0
2019.0,"文体","罗湖区","女",1.0
2019.0,"文体","南山区","女",4.0
2019.0,"医疗","宝安区","女",6.0
2019.0,"医疗","大鹏新区","女",1.0
2019.0,"医疗","福田区","女",7.0
2019.0,"医疗","光明区","女",2.0
2019.0,"医疗","龙岗区","女",5.0
2019.0,"医疗","龙华区","女",5.0
2019.0,"医疗","罗湖区","女",2.0
2019.0,"医疗","南山区","女",7.0
2019.0,"医疗","坪山区","女",2.0
2019.0,"医疗","盐田区","女",4.0
2019.0,"应急","宝安区","女",30.0
2019.0,"应急","大鹏新区","女",14.0
2019.0,"应急","福田区","女",85.0
2019.0,"应急","光明区","女",2.0
2019.0,"应急","龙岗区","女",44.0
2019.0,"应急","龙华区","女",56.0
2019.0,"应急","罗湖区","女",41.0
2019.0,"应急","南山区","女",73.0
2019.0,"应急","坪山区","女",42.0
2019.0,"应急","盐田区","女",5.0
2019.0,"住建","宝安区","女",41.0
2019.0,"住建","大鹏新区","女",8.0
2019.0,"住建","福田区","女",9.0
2019.0,"住建","光明区","女",1.0
2019.0,"住建","龙岗区","女",38.0
2019.0,"住建","龙华区","女",18.0
2019.0,"住建","罗湖区","女",23.0
2019.0,"住建","南山区","女",17.0
2019.0,"住建","坪山区","女",7.0
2019.0,"住建","盐田区","女",12.0
